Product Page,Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
/shop/lighting/,Stellar-80-Bronze-lw7xt,"Orbit 42"" - Black","<p style=""white-space: pre-wrap;"">The magnificent Orbit's structure is based on a tension and compression model, and takes it's cues from traditional form. The Orbit is a modern classic.</p><p style=""white-space: pre-wrap;"">H 42” x W 42” x D 42”, 12” Cord Drop (trimmed to desired length)</p><p style=""white-space: pre-wrap;"">H 35” x W 35” x D 42”, 12” Cord Drop (trimmed to desired length)</p><p style=""white-space: pre-wrap;""><br>35” : $900 Black or White Finish, $1700 Bronze Finish</p><p style=""white-space: pre-wrap;"">42” : $1400 Black or White Finish, $2400 Bronze Finish<br></p><p style=""white-space: pre-wrap;"">Ships within 4-6 weeks </p><p data-rte-preserve-empty=""true"" style=""white-space: pre-wrap;""></p>",PHYSICAL,,Ceiling,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b928a85352f53daeea1bb39/1536330376627/Orbit+42.jpg,353,,,,,,,1400.00 USD,0.00 USD,,25,42,42,12,Unlimited
/shop/lighting/,Stellar-80-Bronze,"Stellar 56"" | Bronze","<p style=""white-space: pre-wrap;"">Inspired by cosmic string theory, and created using tension and compression, The Stellar  chandelier is at once timeless and modern.</p><p style=""white-space: pre-wrap;"">H 56” x W 42” x 12” Cord Drop (Trimmed to desired length)<br>H 80"" x W46"" x 12” Cord Drop (Trimmed to desired length)</p><p style=""white-space: pre-wrap;"">56” : $1700 Black + White Finish, $2800 Bronze Finish<br>80” : $2400 Black + White Finish, $3700 Bronze Finish </p><p style=""white-space: pre-wrap;"">Please allow 4-6 weeks for delivery<br><br></p>",PHYSICAL,,Ceiling,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b857b36aa4a9902a13a45c9/1535474496773/Stellar56black_grande.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b857b36758d46c5adb5e632/1535474495050/Stellar56bronze_grande.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b857b3e0ebbe8675bd9b066/1535474497807/Stellar56white_grande.jpg",355,,,,,,,1700.00 USD,0.00 USD,,25,50,50,8,Unlimited
/shop/tabletop/,Recycled-Moroccan-Glass-Small,Recycled Moroccan Glass | Small,"<p style=""white-space: pre-wrap;"">Hand blown from recycled glass in Morocco, these simple, but beautiful glasses will add a modern addition to your drinkware collection. The imperfections on these glasses are just part of the charm! Perfect for wine, water, tea, coffee, juice, or an impromptu candle holder.</p><p style=""white-space: pre-wrap;"">W 2.5"" x D 2.5"" x H 4""</p>",PHYSICAL,,Drinkware,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b805cb5cd8366d1f2bc76c6/1535730580298/Recycled+Moroccan+Glass+%7C+Small.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b805cb60ebbe8b9b8c5badd/1535730580245/Recycled+Moroccan_Glassware+Set.jpg",365,,,,,,,6.00 USD,0.00 USD,,1,0,0,0,91
/shop/tabletop/,Recycled-Moroccan-Glass-Large,Recycled Moroccan Glass | Large,"<p style=""white-space: pre-wrap;"">Hand blown from recycled glass in Morocco, these simple, but beautiful glasses will add a modern addition to your drinkware collection. The imperfections on these glasses are just part of the charm! Perfect for wine, water, tea, coffee, juice, or an impromptu candle holder.</p><p style=""white-space: pre-wrap;"">W 2.5"" x D 2.5"" x H 5""</p>",PHYSICAL,,Drinkware,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b805d7eaa4a996cc796bf8b/1548087999842/Recycled+Moroccan+Glass+%7C+Large.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b805d7e6d2a73bb5c06ab48/1548087999843/Recycled+Moroccan_Glassware+Set.jpg",366,,,,,,,8.00 USD,0.00 USD,,1,0,0,0,103
/shop/tabletop/,Colbert-Deep-Dish-CPBCLB01,Colbert Deep Dish CPBCLB01,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $50.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 3.9x2.6x1</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,"Cups, Mugs, and Saucers",Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/59680aea29687f97c662175b/1544393351798/CPBCLB01+-+%5BB%5D%5B2014-09-02%5D%5B1-2%5D.jpg,367,,,,,,,50.00 USD,0.00 USD,,1,3.9,2.6,1,Unlimited
/shop/tabletop/,Simple-Chocolate-Saucer-SSCSMP3,Simple Chocolate Saucer SSCSMP3,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.<br></p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $50.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 6.5 x 6.5 x 0.4</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,"Cups, Mugs, and Saucers",Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5968e6ab9de4bbdedd569007/1544393368643/bocuag9yje0smtkg5gx7.jpg,368,,,,,,,50.00 USD,0.00 USD,,1,6.5,6.5,0.4,Unlimited
/shop/tabletop/,Simple-Side-Plate-ASPSMP1,Simple Side Plate ASPSMP1,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $60.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 7.5 x 7.5 x 0.6</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,Plates and Chargers,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5968ed818419c269b69c9a08/1544393382960/lzomnkfmwghmakasuqqx.jpg,369,,,,,,,60.00 USD,0.00 USD,,1,7.5,7.5,0.6,Unlimited
/shop/tabletop/,Old-Fashioned-Glass,Old Fashioned Glass,"<p style=""white-space: pre-wrap;"">Every cocktail or glass of iced tea tastes that much better out of a hand-blow tumbler. Hand-made by artisans in Mexico, each glass has the unique texture that only comes from expert craftmanship and recycled glass.</p>",PHYSICAL,,Drinkware,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b57644c0e2e72679dcf9fe5/1550267834068/Old+Fashioned+Glass.jpg,510,,,,,,,14.00 USD,0.00 USD,,2,3,3,4,1
/shop/tabletop/,adams-white-wine-glass,Adam's White Wine Glass,"<p style=""white-space: pre-wrap;"">Each piece is handmade in South Africa, produced in a studio, small-scale factory, or commissioned from individual artisans. Artisans are able to work from home, ensuring they can look after their homesteads and children, and do not have to travel. Glassware is made with the age-old techniques, resulting in a superior and enduring product. </p><p style=""white-space: pre-wrap;"">W 3"" x D 4"" x H 6""</p>",PHYSICAL,,Drinkware,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b5727516d2a732d89701bf4/1549414784318/Adam%27s+White+Wine+Glass.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b57275570a6ad969249407d/1549414784350/Adam%27s+Glass+Set.jpg",518,,,,,,,18.00 USD,0.00 USD,,1,2.75,2.75,6,57
/shop/tabletop/,adams-red-wine-glass,Adam's Red Wine Glass,"<p style=""white-space: pre-wrap;"">Each piece is handmade in South Africa, produced in a studio, small-scale factory, or commissioned from individual artisans. Artisans are able to work from home, ensuring they can look after their homesteads and children, and do not have to travel. Glassware is made with the age-old techniques, resulting in a superior and enduring product.</p><p style=""white-space: pre-wrap;"">W 4” x D 3” x H 5.5”</p>",PHYSICAL,,Drinkware,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b57252baa4a997ca1d35004/1544393603448/Adam%27s+Red+Wine+Glass.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b5725300e2e72bb932ff999/1544393603459/Adam%27s+Glass+Set.jpg",519,,,,,,,20.00 USD,0.00 USD,,1,4,4,5.5,53
/shop/tabletop/,adams-water-glass,Adam's Water Glass,"<p style=""white-space: pre-wrap;"">Each piece is handmade in South Africa, produced in a studio, small-scale factory, or commissioned from individual artisans. Artisans are able to work from home, ensuring they can look after their homesteads and children, and do not have to travel. Glassware is made with the age-old techniques, resulting in a superior and enduring product.</p><p style=""white-space: pre-wrap;"">W 3.5” x D 4.5” x H 7”</p><p data-rte-preserve-empty=""true"" style=""white-space: pre-wrap;""></p>",PHYSICAL,,Drinkware,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b5725410e2e72bb932ffce7/1550940075341/Adam%27s+Water+Glass.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b5725452b6a282123c6fe70/1550940075338/Adam%27s+Glass+Set.jpg",520,,,,,,,22.00 USD,0.00 USD,,1,3.5,3.5,7,151
/shop/textile-shop/,Plaid-Ecological-Throw-Sisteron-Bordeaux,Plaid Ecological Throw | Sisteron Bordeaux,"<p style=""white-space: pre-wrap;"">Classic wool looms are used in the heart of Spain, made from the best raw materials with the result being a collection of stunning throws.  With the perfect subtle addition of a rich bordeaux to the edging of the blanket, the Ecological throw is an unexpected take on the neutral throw.</p><p style=""white-space: pre-wrap;"">100% ecological merino wool throw with blue accent edge.</p><p style=""white-space: pre-wrap;"">W 71” x D 55”</p>",PHYSICAL,,Throws,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b5766402b6a28ce3b6bd33a/1535724827467/Plaid+Ecological+Sisteron+Bordeaux.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b5766408a922d7556bee1f2/1535724827464/Plaid+Ecological+Throw+%7C+Set.jpg",563,,,,,,,236.00 USD,0.00 USD,,5,18,12,3,1
/shop/textile-shop/,Plaid-Ecological-Throw-Sisteron-Dark-Green,Plaid Ecological Throw | Sisteron Dark Green,"<p style=""white-space: pre-wrap;"">Classic wool looms are used in the heart of Spain, made from the best raw materials with the result being a collection of stunning throws. With the perfect subtle addition of a moody dark green to the edging of the blanket, the Ecological throw is an unexpected take on the neutral throw.</p><p style=""white-space: pre-wrap;"">100% ecological merino wool throw with green accent edge.</p><p style=""white-space: pre-wrap;"">W 71” x D 55”</p>",PHYSICAL,,Throws,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b5767a103ce64d971c783e9/1548960098128/Plaid+Ecological+Throw+%7C+Sisteron+Dark+Green.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b5767a11ae6cf3b0245db38/1548960098138/Plaid+Ecological+Throw+%7C+Set.jpg",564,,,,,,,236.00 USD,0.00 USD,,5,18,12,3,1
/shop/textile-shop/,Plaid-Ecological-Throw-Sisteron-Fuchsia,Plaid Ecological Throw | Sisteron Fuchsia,"<p style=""white-space: pre-wrap;"">Classic wool looms are used in the heart of Spain, made from the best raw materials with the result being a collection of stunning throws. With the perfect subtle addition of eye-catching fuchsia to the edging of the blanket, the Ecological throw is an unexpected take on the neutral throw.</p><p style=""white-space: pre-wrap;"">100% ecological merino wool throw with fuchsia accent edge.</p><p style=""white-space: pre-wrap;"">W 71” x D 55”</p>",PHYSICAL,,Throws,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b5766c970a6ad46dfb0cd23/1548345541440/Plaid+Ecological+Throw+%7C+Sisteron+Fuchsia.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b5766d11ae6cf3b0245a815/1548345541443/Plaid+Ecological+Throw+%7C+Set.jpg",565,,,,,,,236.00 USD,0.00 USD,,5,18,12,3,2
/shop/home-fragrance-and-candlelight/,DR-Pillar-4x8-x5st3,DR Pillar 4 x 8 - Amber,"<p style=""white-space: pre-wrap;"">Our signature DR unscented candles come in black and amber. We love them as a collection in various heights and widths to create a glowing centerpiece that truly enhances the environment of a room. Each candle has been formed by pouring hot layers of paraffin over wicks hanging from a wheel. Handmade in Mexico, they are used to illuminate many homes and churches. Trim wicks to 1/8 inch before each lighting.</p><p style=""white-space: pre-wrap;"">H 8” x W 4”</p>",PHYSICAL,,Unscented,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b7efe04032be4e692ce44f5/1544393710365/Amber+Pillar+4x8.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b8812182b6a2821d9f30628/1544393710372/Dixon_Rye_5G6A7354.jpg",586,,,,,,,52.00 USD,0.00 USD,,4,4,4,8,0
/shop/home-fragrance-and-candlelight/,DR-Pillar-4x8,DR Pillar 4 x 8 - Black,"<p style=""white-space: pre-wrap;"">Our signature DR unscented candles come in black and amber. We love them as a collection in various heights and widths to create a glowing centerpiece that truly enhances the environment of a room. Each candle has been formed by pouring hot layers of paraffin over wicks hanging from a wheel. Handmade in Mexico, they are used to illuminate many homes and churches. Trim wicks to 1/8 inch before each lighting.</p><p style=""white-space: pre-wrap;"">H 8” x W 4”</p>",PHYSICAL,,Unscented,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b083353575d1ff1b22a8904/1554326403973/Black+Pillar+4x8.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b88119289858364352481f4/1554326404023/Dixon_Rye_5G6A7354.jpg",587,,,,,,,52.00 USD,0.00 USD,,4,4,4,8,11
/shop/accessories/,Tadelakt-Ivory-Bottle,Tadelakt Ivory | Bottle,"<p style=""white-space: pre-wrap;"">The craft of tadelakt is a Moroccan tradition, using lime from The Marrakech Plateau, where the original tadelakt lime can be found. That's where the word ""tadelakt"" comes from, it means ""to rub in"", where olive soap is rubbed in resulting in a hydrophobic lime plaster used on both the interior and exteriors of buildings. Tadelakt has a luxurious, soft, undulating character, and our vessels add the perfect dose of the exotic texture alone on a shelf or clustered on a console. As a result of the handmade nature of tadelakt, there can be slight variations in size and shape.</p><p style=""white-space: pre-wrap;"">W 6” x D 6” x H 13”</p>",PHYSICAL,,Decorative Objects,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b8028330e2e7262c9c253ce/1541531385163/Tadelakt+Bottle+Vase+White.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b8028341ae6cf162dcee6e8/1541531385176/TadelaktIvoryandBlack.jpg",591,,,,,,,195.00 USD,0.00 USD,,8,6,6,13,15
/shop/accessories/,tadelakt-blue-bottle,Tadelakt Blue | Bottle,"<p style=""white-space: pre-wrap;"">The craft of tadelakt is a Moroccan tradition, using lime from The Marrakech Plateau, where the original tadelakt lime can be found. That's where the word ""tadelakt"" comes from, it means ""to rub in"", where olive soap is rubbed in resulting in a hydrophobic lime plaster used on both the interior and exteriors of buildings. Tadelakt has a luxurious, soft, undulating character, and our vessels add the perfect dose of the exotic texture alone on a shelf or clustered on a console. As a result of the handmade nature of tadelakt, there can be slight variations in size and shape.</p><p style=""white-space: pre-wrap;"">W 6” x D 6” x H 13”</p>",PHYSICAL,,Decorative Objects,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5be1e7448a922d2a514a014c/1541531468743/Tadelakt_Blue_Bottle.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5be1e72bc2241bcd70e82863/1541531466789/Tadelakt_Blue_Group_Crop1.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5be1e72b898583a305697dcb/1541531464499/Tadelakt_Blue_Group_Crop2.jpg",592,,,,,,,195.00 USD,0.00 USD,,8,6,6,13,3
/shop/furniture/,Lucite-Console-With-Shelf,Lucite Console with Shelf,"<p style=""white-space: pre-wrap;"">Modern and timeless, this thick-walled acrylic console has an added shelf, perfect for displaying decorative objects. Please inquire for custom size and design options.</p><p style=""white-space: pre-wrap;"">H 33” x W 18” x D 54”</p><h3 style=""white-space: pre-wrap;""><a href=""/s/a1kyjndkvdkymjiilwp3x9auj3ol6x"" target=""_blank"">Print Tearsheet</a></h3>",PHYSICAL,,Consoles and Cabinets,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a30bcd8366ce272d560a/58ee64749de4bbfd3a8e3ff2/1534862265654/Lucite+Console+Angle.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a30bcd8366ce272d560a/58ee6475b8a79b050d3a5cc7/1534862265662/Lucite+Console+Front.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a30bcd8366ce272d560a/58ee6475c534a56317601cf7/1534862265654/Lucite+Console+Side.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a30bcd8366ce272d560a/58ee6474d1758e9c13512d58/1534862265648/Lucite+Console+Detail+1.jpg",650,,,,,,,4000.00 USD,0.00 USD,,100,54,18,33,Unlimited
/shop/home-fragrance-and-candlelight/,Mad-et-Len-Figue-Noire-Candle-Small-ML-BAP-FN,Mad et Len Figue Noire Candle | Small ML-BAP-FN,"<p style=""white-space:pre-wrap;"">Handmade in a remote mountain village in the French Alps, Mad et Len products are all crafted in-house, in small batches, with essential oils of of undiluted flowers, woods and spices. Each creation is housed in a one-of-a-kind blackened iron vessel made by the company’s own blacksmiths using ancient methods.</p><ul data-rte-list=""default""><li><p style=""white-space:pre-wrap;"">Price: $115.00</p></li><li><p style=""white-space:pre-wrap;"">Fragrance Notes: Fig and Sandalwood</p></li><li><p style=""white-space:pre-wrap;"">Burn Time: Approximately 75-90 hours</p></li><li><p style=""white-space:pre-wrap;"">Dimensions: 3.5x3.5x4.0</p><p data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p></li></ul>",PHYSICAL,,Scented,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac4dedd2b857b875715feb/1552423372014/Figue+Noire+w-lid+candle.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac4df449fc2b19c92b3d65/1552423372024/Figue+Noire+wo-lid+candle.jpg",685,,,,,,,115.00 USD,0.00 USD,,2,3.5,3.5,4,6
/shop/home-fragrance-and-candlelight/,Mad-et-Len-Black-Champaka-Candle-Small-ML-BAP-BC,Mad et Len Black Champaka Candle | Small ML-BAP-BC,"<p style=""white-space:pre-wrap;"">Handmade in a remote mountain village in the French Alps, Mad et Len products are all crafted in-house, in small batches, with essential oils of of undiluted flowers, woods and spices. Each creation is housed in a one-of-a-kind blackened iron vessel made by the company’s own blacksmiths using ancient methods.<br></p><ul data-rte-list=""default""><li><p style=""white-space:pre-wrap;"">Price: $115.00</p></li><li><p style=""white-space:pre-wrap;"">Fragrance Notes: Champaka and fruit</p></li><li><p style=""white-space:pre-wrap;"">Burn Time: Approximately 75-90 hours</p></li><li><p style=""white-space:pre-wrap;"">Dimensions: 3.5x3.5x4.0</p><p data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p></li></ul>",PHYSICAL,,Scented,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac4d71e45a7c3665cfca54/1552423525753/Black+Champaka+w-lid+candle.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac4d7ac027d8465d94f4e1/1552423525758/Black+Champaka+wo-lid+candle.jpg",686,,,,,,,115.00 USD,0.00 USD,,2,3.5,3.5,4,4
/shop/home-fragrance-and-candlelight/,Mad-et-Len-Terre-Noire-Candle-Small-ML-BAP-TN,Mad et Len Terre Noire Candle | Small ML-BAP-TN,"<p style=""white-space:pre-wrap;"">Handmade in a remote mountain village in the French Alps, Mad et Len products are all crafted in-house, in small batches, with essential oils of of undiluted flowers, woods and spices. Each creation is housed in a one-of-a-kind blackened iron vessel made by the company’s own blacksmiths using ancient methods.<br></p><ul data-rte-list=""default""><li><p style=""white-space:pre-wrap;"">Price: $115.00</p></li><li><p style=""white-space:pre-wrap;"">Fragrance Notes: Bark and rich soil</p></li><li><p style=""white-space:pre-wrap;"">Burn Time: Approximately 75-90 hours</p></li><li><p style=""white-space:pre-wrap;"">Dimensions: 3.5x3.5x4.0</p><p data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p></li></ul>",PHYSICAL,,Scented,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac49dc9f7456899e4aacf5/1554575284606/Terre+Noir+w-lid+candle-11.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac49e4197aea4ad68ff8fc/1554575284600/Terre+Noir+wo-lid+candle.jpg",687,,,,,,,115.00 USD,0.00 USD,,2,3.5,3.5,4,12
/shop/home-fragrance-and-candlelight/,Mad-et-Len-Spirituelle-Candle-Small-ML-BAP-SP,Mad et Len Spirituelle Candle | Small ML-BAP-SP,"<p style=""white-space:pre-wrap;"">Handmade in a remote mountain village in the French Alps, Mad et Len products are all crafted in-house, in small batches, with essential oils of of undiluted flowers, woods and spices. Each creation is housed in a one-of-a-kind blackened iron vessel made by the company’s own blacksmiths using ancient methods.</p><ul data-rte-list=""default""><li><p style=""white-space:pre-wrap;"">Price: $115.00</p></li><li><p style=""white-space:pre-wrap;"">Fragrance Notes: Moroccan mint tea and Cypress</p></li><li><p style=""white-space:pre-wrap;"">Burn Time: Approximately 75-90 hours</p></li><li><p style=""white-space:pre-wrap;"">Dimensions: 3.5x3.5x4.0</p></li><li><p style=""white-space:pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Scented,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac3c4d579fb343a2d68b9a/1535046576723/Spiritulle+w-lid+candle-15%281%29.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/59ac3bb403596e9ba05fcd16/1535046576714/Spirituelle+wo-lid+candle.jpg",688,,,,,,,115.00 USD,0.00 USD,,2,3.5,3.5,4,20
/shop/accessories/,Glass-Candleholder-Small,Glass Candleholder | Medium,"<p style=""white-space: pre-wrap;"">The result of this hand-made and mouth-blown glass in Europe, is an unparalleled collection of timeless, glass candleholders. Inspired by the ancient technique of glass blowing, these candleholders are made by experienced and skilled artists who add soul and emotion to their creations. Small irregularities in shape and color are therefore not defects, but are the result of the complicated handcrafted method of production and stresses the unique character of the collection. </p><p style=""white-space: pre-wrap;"">W 6.3"" x D 6.3"" x H 15.8""</p>",PHYSICAL,,Decorative Objects,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b574ac16d2a732d8976ee3b/1541713296586/Glass+Candle+Holder+Small.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b574ac1758d46352185409d/1541713296590/Glass+Candle+Holder+Pair.jpg",749,,,,,,,175.00 USD,0.00 USD,,5,6.3,6.3,15.8,1
/shop/accessories/,Glass-Candleholder-Large,Glass Candleholder | Large,"<p style=""white-space: pre-wrap;"">The result of this hand-made and mouth-blown glass in Europe, is an unparalleled collection of timeless, glass candleholders. Inspired by the ancient technique of glass blowing, these candleholders are made by experienced and skilled artists who add soul and emotion to their creations. Small irregularities in shape and color are therefore not defects, but are the result of the complicated handcrafted method of production and stresses the unique character of the collection. </p><p style=""white-space: pre-wrap;"">W 6.3"" x D 6.3"" x H 19.7""</p>",PHYSICAL,,Decorative Objects,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b574b6370a6ad9692503504/1535052432532/Glass+Candle+Holder+Large.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b574b64575d1fb3afd4eef2/1535052432524/Glass+Candle+Holder+Pair.jpg",750,,,,,,,275.00 USD,0.00 USD,,3,6.5,6.5,20,1
/shop/accessories/,Light-Onyx-Accent-Box-Large,Light Onyx Accent Box | Large,"<p style=""white-space: pre-wrap;"">Made from natural onyx, each one features varying gradations for a one-of-a-kind accent for your small storage needs. </p><p style=""white-space: pre-wrap;"">W 12.5"" x D 6"" x H 2.5""</p>",PHYSICAL,,Decorative Objects,FALSE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b802ebd0ebbe8d5b4a14a5c/1535127248339/Dec+Box+Light+Onyx+Large.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b802ebe032be4e692d9a0fb/1535127245938/Dec+Box+Light+Onyx+Set.jpg",775,,,,,,,125.00 USD,0.00 USD,,8,12.5,6,2.5,3
